module,rank,record id,file name,mount pt,fs type,HEATMAP_F_BIN_WIDTH_SECONDS,HEATMAP_READ_BIN_0,HEATMAP_READ_BIN_1,HEATMAP_READ_BIN_10,HEATMAP_READ_BIN_100,HEATMAP_READ_BIN_101,HEATMAP_READ_BIN_102,HEATMAP_READ_BIN_103,HEATMAP_READ_BIN_104,HEATMAP_READ_BIN_105,HEATMAP_READ_BIN_106,HEATMAP_READ_BIN_107,HEATMAP_READ_BIN_108,HEATMAP_READ_BIN_109,HEATMAP_READ_BIN_11,HEATMAP_READ_BIN_110,HEATMAP_READ_BIN_111,HEATMAP_READ_BIN_112,HEATMAP_READ_BIN_113,HEATMAP_READ_BIN_114,HEATMAP_READ_BIN_115,HEATMAP_READ_BIN_116,HEATMAP_READ_BIN_117,HEATMAP_READ_BIN_118,HEATMAP_READ_BIN_119,HEATMAP_READ_BIN_12,HEATMAP_READ_BIN_120,HEATMAP_READ_BIN_121,HEATMAP_READ_BIN_122,HEATMAP_READ_BIN_123,HEATMAP_READ_BIN_124,HEATMAP_READ_BIN_125,HEATMAP_READ_BIN_126,HEATMAP_READ_BIN_127,HEATMAP_READ_BIN_128,HEATMAP_READ_BIN_129,HEATMAP_READ_BIN_13,HEATMAP_READ_BIN_130,HEATMAP_READ_BIN_131,HEATMAP_READ_BIN_132,HEATMAP_READ_BIN_133,HEATMAP_READ_BIN_134,HEATMAP_READ_BIN_135,HEATMAP_READ_BIN_136,HEATMAP_READ_BIN_137,HEATMAP_READ_BIN_138,HEATMAP_READ_BIN_139,HEATMAP_READ_BIN_14,HEATMAP_READ_BIN_140,HEATMAP_READ_BIN_141,HEATMAP_READ_BIN_142,HEATMAP_READ_BIN_143,HEATMAP_READ_BIN_144,HEATMAP_READ_BIN_145,HEATMAP_READ_BIN_146,HEATMAP_READ_BIN_147,HEATMAP_READ_BIN_148,HEATMAP_READ_BIN_15,HEATMAP_READ_BIN_16,HEATMAP_READ_BIN_17,HEATMAP_READ_BIN_18,HEATMAP_READ_BIN_19,HEATMAP_READ_BIN_2,HEATMAP_READ_BIN_20,HEATMAP_READ_BIN_21,HEATMAP_READ_BIN_22,HEATMAP_READ_BIN_23,HEATMAP_READ_BIN_24,HEATMAP_READ_BIN_25,HEATMAP_READ_BIN_26,HEATMAP_READ_BIN_27,HEATMAP_READ_BIN_28,HEATMAP_READ_BIN_29,HEATMAP_READ_BIN_3,HEATMAP_READ_BIN_30,HEATMAP_READ_BIN_31,HEATMAP_READ_BIN_32,HEATMAP_READ_BIN_33,HEATMAP_READ_BIN_34,HEATMAP_READ_BIN_35,HEATMAP_READ_BIN_36,HEATMAP_READ_BIN_37,HEATMAP_READ_BIN_38,HEATMAP_READ_BIN_39,HEATMAP_READ_BIN_4,HEATMAP_READ_BIN_40,HEATMAP_READ_BIN_41,HEATMAP_READ_BIN_42,HEATMAP_READ_BIN_43,HEATMAP_READ_BIN_44,HEATMAP_READ_BIN_45,HEATMAP_READ_BIN_46,HEATMAP_READ_BIN_47,HEATMAP_READ_BIN_48,HEATMAP_READ_BIN_49,HEATMAP_READ_BIN_5,HEATMAP_READ_BIN_50,HEATMAP_READ_BIN_51,HEATMAP_READ_BIN_52,HEATMAP_READ_BIN_53,HEATMAP_READ_BIN_54,HEATMAP_READ_BIN_55,HEATMAP_READ_BIN_56,HEATMAP_READ_BIN_57,HEATMAP_READ_BIN_58,HEATMAP_READ_BIN_59,HEATMAP_READ_BIN_6,HEATMAP_READ_BIN_60,HEATMAP_READ_BIN_61,HEATMAP_READ_BIN_62,HEATMAP_READ_BIN_63,HEATMAP_READ_BIN_64,HEATMAP_READ_BIN_65,HEATMAP_READ_BIN_66,HEATMAP_READ_BIN_67,HEATMAP_READ_BIN_68,HEATMAP_READ_BIN_69,HEATMAP_READ_BIN_7,HEATMAP_READ_BIN_70,HEATMAP_READ_BIN_71,HEATMAP_READ_BIN_72,HEATMAP_READ_BIN_73,HEATMAP_READ_BIN_74,HEATMAP_READ_BIN_75,HEATMAP_READ_BIN_76,HEATMAP_READ_BIN_77,HEATMAP_READ_BIN_78,HEATMAP_READ_BIN_79,HEATMAP_READ_BIN_8,HEATMAP_READ_BIN_80,HEATMAP_READ_BIN_81,HEATMAP_READ_BIN_82,HEATMAP_READ_BIN_83,HEATMAP_READ_BIN_84,HEATMAP_READ_BIN_85,HEATMAP_READ_BIN_86,HEATMAP_READ_BIN_87,HEATMAP_READ_BIN_88,HEATMAP_READ_BIN_89,HEATMAP_READ_BIN_9,HEATMAP_READ_BIN_90,HEATMAP_READ_BIN_91,HEATMAP_READ_BIN_92,HEATMAP_READ_BIN_93,HEATMAP_READ_BIN_94,HEATMAP_READ_BIN_95,HEATMAP_READ_BIN_96,HEATMAP_READ_BIN_97,HEATMAP_READ_BIN_98,HEATMAP_READ_BIN_99,HEATMAP_WRITE_BIN_0,HEATMAP_WRITE_BIN_1,HEATMAP_WRITE_BIN_10,HEATMAP_WRITE_BIN_100,HEATMAP_WRITE_BIN_101,HEATMAP_WRITE_BIN_102,HEATMAP_WRITE_BIN_103,HEATMAP_WRITE_BIN_104,HEATMAP_WRITE_BIN_105,HEATMAP_WRITE_BIN_106,HEATMAP_WRITE_BIN_107,HEATMAP_WRITE_BIN_108,HEATMAP_WRITE_BIN_109,HEATMAP_WRITE_BIN_11,HEATMAP_WRITE_BIN_110,HEATMAP_WRITE_BIN_111,HEATMAP_WRITE_BIN_112,HEATMAP_WRITE_BIN_113,HEATMAP_WRITE_BIN_114,HEATMAP_WRITE_BIN_115,HEATMAP_WRITE_BIN_116,HEATMAP_WRITE_BIN_117,HEATMAP_WRITE_BIN_118,HEATMAP_WRITE_BIN_119,HEATMAP_WRITE_BIN_12,HEATMAP_WRITE_BIN_120,HEATMAP_WRITE_BIN_121,HEATMAP_WRITE_BIN_122,HEATMAP_WRITE_BIN_123,HEATMAP_WRITE_BIN_124,HEATMAP_WRITE_BIN_125,HEATMAP_WRITE_BIN_126,HEATMAP_WRITE_BIN_127,HEATMAP_WRITE_BIN_128,HEATMAP_WRITE_BIN_129,HEATMAP_WRITE_BIN_13,HEATMAP_WRITE_BIN_130,HEATMAP_WRITE_BIN_131,HEATMAP_WRITE_BIN_132,HEATMAP_WRITE_BIN_133,HEATMAP_WRITE_BIN_134,HEATMAP_WRITE_BIN_135,HEATMAP_WRITE_BIN_136,HEATMAP_WRITE_BIN_137,HEATMAP_WRITE_BIN_138,HEATMAP_WRITE_BIN_139,HEATMAP_WRITE_BIN_14,HEATMAP_WRITE_BIN_140,HEATMAP_WRITE_BIN_141,HEATMAP_WRITE_BIN_142,HEATMAP_WRITE_BIN_143,HEATMAP_WRITE_BIN_144,HEATMAP_WRITE_BIN_145,HEATMAP_WRITE_BIN_146,HEATMAP_WRITE_BIN_147,HEATMAP_WRITE_BIN_148,HEATMAP_WRITE_BIN_15,HEATMAP_WRITE_BIN_16,HEATMAP_WRITE_BIN_17,HEATMAP_WRITE_BIN_18,HEATMAP_WRITE_BIN_19,HEATMAP_WRITE_BIN_2,HEATMAP_WRITE_BIN_20,HEATMAP_WRITE_BIN_21,HEATMAP_WRITE_BIN_22,HEATMAP_WRITE_BIN_23,HEATMAP_WRITE_BIN_24,HEATMAP_WRITE_BIN_25,HEATMAP_WRITE_BIN_26,HEATMAP_WRITE_BIN_27,HEATMAP_WRITE_BIN_28,HEATMAP_WRITE_BIN_29,HEATMAP_WRITE_BIN_3,HEATMAP_WRITE_BIN_30,HEATMAP_WRITE_BIN_31,HEATMAP_WRITE_BIN_32,HEATMAP_WRITE_BIN_33,HEATMAP_WRITE_BIN_34,HEATMAP_WRITE_BIN_35,HEATMAP_WRITE_BIN_36,HEATMAP_WRITE_BIN_37,HEATMAP_WRITE_BIN_38,HEATMAP_WRITE_BIN_39,HEATMAP_WRITE_BIN_4,HEATMAP_WRITE_BIN_40,HEATMAP_WRITE_BIN_41,HEATMAP_WRITE_BIN_42,HEATMAP_WRITE_BIN_43,HEATMAP_WRITE_BIN_44,HEATMAP_WRITE_BIN_45,HEATMAP_WRITE_BIN_46,HEATMAP_WRITE_BIN_47,HEATMAP_WRITE_BIN_48,HEATMAP_WRITE_BIN_49,HEATMAP_WRITE_BIN_5,HEATMAP_WRITE_BIN_50,HEATMAP_WRITE_BIN_51,HEATMAP_WRITE_BIN_52,HEATMAP_WRITE_BIN_53,HEATMAP_WRITE_BIN_54,HEATMAP_WRITE_BIN_55,HEATMAP_WRITE_BIN_56,HEATMAP_WRITE_BIN_57,HEATMAP_WRITE_BIN_58,HEATMAP_WRITE_BIN_59,HEATMAP_WRITE_BIN_6,HEATMAP_WRITE_BIN_60,HEATMAP_WRITE_BIN_61,HEATMAP_WRITE_BIN_62,HEATMAP_WRITE_BIN_63,HEATMAP_WRITE_BIN_64,HEATMAP_WRITE_BIN_65,HEATMAP_WRITE_BIN_66,HEATMAP_WRITE_BIN_67,HEATMAP_WRITE_BIN_68,HEATMAP_WRITE_BIN_69,HEATMAP_WRITE_BIN_7,HEATMAP_WRITE_BIN_70,HEATMAP_WRITE_BIN_71,HEATMAP_WRITE_BIN_72,HEATMAP_WRITE_BIN_73,HEATMAP_WRITE_BIN_74,HEATMAP_WRITE_BIN_75,HEATMAP_WRITE_BIN_76,HEATMAP_WRITE_BIN_77,HEATMAP_WRITE_BIN_78,HEATMAP_WRITE_BIN_79,HEATMAP_WRITE_BIN_8,HEATMAP_WRITE_BIN_80,HEATMAP_WRITE_BIN_81,HEATMAP_WRITE_BIN_82,HEATMAP_WRITE_BIN_83,HEATMAP_WRITE_BIN_84,HEATMAP_WRITE_BIN_85,HEATMAP_WRITE_BIN_86,HEATMAP_WRITE_BIN_87,HEATMAP_WRITE_BIN_88,HEATMAP_WRITE_BIN_89,HEATMAP_WRITE_BIN_9,HEATMAP_WRITE_BIN_90,HEATMAP_WRITE_BIN_91,HEATMAP_WRITE_BIN_92,HEATMAP_WRITE_BIN_93,HEATMAP_WRITE_BIN_94,HEATMAP_WRITE_BIN_95,HEATMAP_WRITE_BIN_96,HEATMAP_WRITE_BIN_97,HEATMAP_WRITE_BIN_98,HEATMAP_WRITE_BIN_99
HEATMAP,106,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303104,106496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7594,0,0,0,0,0,0,0,0,0,0,34724,0,0,0,0,0,0,0,0,0,0,31832,0,0,0,0,0,0,0,0,0,0,4133,0,0,0,0,0,0,0,0,0,0,16335,0,0,0,0,0,0,0,0,0,30363,5958,30677,23413,48348,11658,18563,0,0,0,0,0,0,0,0,0,38797,0,0,0,0,0,0,0,0,0,0,11716,0,0,0,0,0,0,0,0,0,0,8121,0,0,0,0,0,0,0,0,0,0,19812,0,0,0,0,0,0,0,0,0,0,32776,0,0,0,0,0,0,0,0,0,0,21771,0,0,0,0,0,0,0,0,0,0,13009,0,0,0,0,0,0,0,0,0,0
HEATMAP,107,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167936,241664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14784,0,0,0,0,0,0,0,0,0,0,17850,0,0,0,0,0,0,0,0,0,0,20291,0,0,0,0,0,0,0,0,0,0,16957,0,0,0,0,0,0,0,0,0,0,29647,0,0,0,0,0,0,0,0,0,40960,35659,17658,0,0,24648,0,0,0,0,0,0,0,0,0,0,30682,0,0,0,0,0,0,0,0,0,0,30686,0,0,0,0,0,0,0,0,0,0,29411,0,0,0,0,0,0,0,0,0,0,21278,0,0,0,0,0,0,0,0,0,0,17837,0,0,0,0,0,0,0,0,0,0,33899,0,0,0,0,0,0,0,0,0,0,27352,0,0,0,0,0,0,0,0,0,0
HEATMAP,108,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348160,61440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,69205,0,0,0,0,0,0,0,0,0,0,53104,0,0,0,0,0,0,0,0,0,0,4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28977,0,0,0,0,0,0,0,0,0,0,18803,0,0,0,0,0,0,0,0,0,0,44614,0,0,0,0,0,0,0,0,0,0,67389,0,0,0,0,0,0,0,0,0,0,34696,0,0,0,0,0,0,0,0,0,0,47818,0,0,0,0,0,0,0,0,0,0,32765,0,0,0,0,0,0,0,0,0,0,4753,0,0,0,0,0,0,0,0,0,0
HEATMAP,109,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233472,176128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12348,0,0,0,0,0,0,0,0,0,0,40335,0,0,0,0,0,0,0,0,0,0,30553,0,0,0,0,0,0,0,0,0,0,3092,0,0,0,0,0,0,0,0,0,0,37788,0,0,0,0,0,0,0,0,0,39872,8687,0,0,0,15680,0,0,0,0,0,0,0,0,0,0,40374,0,0,0,0,0,0,0,0,0,0,27587,0,0,0,0,0,0,0,0,0,0,39172,0,0,0,0,0,0,0,0,0,0,48234,0,0,0,0,0,0,0,0,0,0,29934,0,0,0,0,0,0,0,0,0,0,23701,0,0,0,0,0,0,0,0,0,0,12244,0,0,0,0,0,0,0,0,0,0
HEATMAP,11,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368640,40960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13465,0,0,0,0,0,0,0,0,0,0,12981,0,0,0,0,0,0,0,0,0,0,19707,0,0,0,0,0,0,0,0,0,0,12556,0,0,0,0,0,0,0,0,0,0,26388,0,0,0,0,0,0,0,0,0,53594,21837,31327,34961,943,34442,0,0,0,0,0,0,0,0,0,0,24474,0,0,0,0,0,0,0,0,0,0,18225,0,0,0,0,0,0,0,0,0,0,29678,0,0,0,0,0,0,0,0,0,0,16964,0,0,0,0,0,0,0,0,0,0,16342,0,0,0,0,0,0,0,0,0,0,22553,0,0,0,0,0,0,0,0,0,0,19164,0,0,0,0,0,0,0,0,0,0
HEATMAP,110,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356352,53248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21867,0,0,0,0,0,0,0,0,0,0,32715,0,0,0,0,0,0,0,0,0,0,13315,0,0,0,0,0,0,0,0,0,0,2736,0,0,0,0,0,0,0,0,0,0,29024,0,0,0,0,0,0,0,0,0,7817,37182,7742,20132,16043,16825,30605,27074,724,0,0,0,0,0,0,0,15943,0,0,0,0,0,0,0,0,0,0,26668,0,0,0,0,0,0,0,0,0,0,21791,0,0,0,0,0,0,0,0,0,0,29736,0,0,0,0,0,0,0,0,0,0,25415,0,0,0,0,0,0,0,0,0,0,18247,0,0,0,0,0,0,0,0,0,0,7999,0,0,0,0,0,0,0,0,0,0
HEATMAP,111,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299008,110592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,6905,0,0,0,0,0,0,0,0,0,0,24142,0,0,0,0,0,0,0,0,0,0,22102,0,0,0,0,0,0,0,0,0,27694,68149,47946,26978,5602,16392,0,0,0,0,0,0,0,0,0,0,24550,0,0,0,0,0,0,0,0,0,0,25626,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,0,0,0,0,33366,0,0,0,0,0,0,0,0,0,0,15779,0,0,0,0,0,0,0,0,0,0,21763,0,0,0,0,0,0,0,0,0,0,26237,0,0,0,0,0,0,0,0,0,0
HEATMAP,112,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299008,110592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20921,0,0,0,0,0,0,0,0,0,0,6738,0,0,0,0,0,0,0,0,0,0,26304,0,0,0,0,0,0,0,0,0,0,32825,0,0,0,0,0,0,0,0,0,0,28775,0,0,0,0,0,0,0,0,0,36278,52862,32445,0,0,17675,0,0,0,0,0,0,0,0,0,0,17769,0,0,0,0,0,0,0,0,0,0,28403,0,0,0,0,0,0,0,0,0,0,20959,0,0,0,0,0,0,0,0,0,0,20115,0,0,0,0,0,0,0,0,0,0,19058,0,0,0,0,0,0,0,0,0,0,14777,0,0,0,0,0,0,0,0,0,0,33696,0,0,0,0,0,0,0,0,0,0
HEATMAP,113,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81920,327680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15523,0,0,0,0,0,0,0,0,0,0,37263,0,0,0,0,0,0,0,0,0,0,41402,0,0,0,0,0,0,0,0,0,0,34746,0,0,0,0,0,0,0,0,0,0,26457,0,0,0,0,0,0,0,0,0,8709,0,0,0,0,13607,0,0,0,0,0,0,0,0,0,0,28965,0,0,0,0,0,0,0,0,0,0,50125,0,0,0,0,0,0,0,0,0,0,50663,0,0,0,0,0,0,0,0,0,0,32837,0,0,0,0,0,0,0,0,0,0,23771,0,0,0,0,0,0,0,0,0,0,26213,0,0,0,0,0,0,0,0,0,0,19319,0,0,0,0,0,0,0,0,0,0
HEATMAP,114,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356352,53248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32052,0,0,0,0,0,0,0,0,0,0,60876,0,0,0,0,0,0,0,0,0,0,24900,0,0,0,0,0,0,0,0,0,0,35323,0,0,0,0,0,0,0,0,0,0,22061,0,0,0,0,0,0,0,0,0,6611,0,0,0,0,10342,0,0,0,0,0,0,0,0,0,0,33779,0,0,0,0,0,0,0,0,0,0,28324,0,0,0,0,0,0,0,0,0,0,35118,0,0,0,0,0,0,0,0,0,0,32450,0,0,0,0,0,0,0,0,0,0,27834,0,0,0,0,0,0,0,0,0,0,33202,0,0,0,0,0,0,0,0,0,0,26728,0,0,0,0,0,0,0,0,0,0
HEATMAP,115,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376832,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7431,0,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,22218,0,0,0,0,0,0,0,0,0,0,26356,0,0,0,0,0,0,0,0,0,11978,27576,45157,44889,6845,13677,0,0,0,0,0,0,0,0,0,0,16182,0,0,0,0,0,0,0,0,0,0,26364,0,0,0,0,0,0,0,0,0,0,42010,0,0,0,0,0,0,0,0,0,0,29083,0,0,0,0,0,0,0,0,0,0,54500,0,0,0,0,0,0,0,0,0,0,18177,0,0,0,0,0,0,0,0,0,0,14294,0,0,0,0,0,0,0,0,0,0
HEATMAP,116,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331776,77824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19041,0,0,0,0,0,0,0,0,0,0,32290,0,0,0,0,0,0,0,0,0,0,16770,0,0,0,0,0,0,0,0,0,0,27107,0,0,0,0,0,0,0,0,0,0,3104,0,0,0,0,0,0,0,0,0,29634,21697,12316,30460,29486,13570,23891,32768,0,0,0,0,0,0,0,0,16035,0,0,0,0,0,0,0,0,0,0,23585,0,0,0,0,0,0,0,0,0,0,15880,0,0,0,0,0,0,0,0,0,0,18095,0,0,0,0,0,0,0,0,0,0,16448,0,0,0,0,0,0,0,0,0,0,10755,0,0,0,0,0,0,0,0,0,0,16669,0,0,0,0,0,0,0,0,0,0
HEATMAP,117,16592106915301738621,heatmap:POSIX,UNKNOWN,UNKNOWN,0.200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323584,86016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17156,0,0,0,0,0,0,0,0,0,0,19411,0,0,0,0,0,0,0,0,0,0,25879,0,0,0,0,0,0,0,0,0,0,16952,0,0,0,0,0,0,0,0,0,0,25008,0,0,0,0,0,0,0,0,0,22523,25071,32060,42642,1278,18543,0,0,0,0,0,0,0,0,0,0,32749,0,0,0,0,0,0,0,0,0,0,21521,0,0,0,0,0,0,0,0,0,0,30216,0,0,0,0,0,0,0,0,0,0,18201,0,0,0,0,0,0,0,0,0,0,22531,0,0,0,0,0,0,0,0,0,0,10017,0,0,0,0,0,0,0,0,0,0,27842,0,0,0,0,0,0,0,0,0,0
